"player_name","club","position","minutes_played","match_played","goals","assists","distance_covered","corner_taken","offsides","dribbles","tackles","t_won","t_lost","balls_recoverd","clearance_attempted","total_attempts","on_target","off_target","blocked","red","yellow","fouls_committed","fouls_suffered","cross_accuracy","cross_attempted","cross_complted","freekicks_taken","pass_accuracy","pass_attempted","pass_completed","right_foot","left_foot","headers","penalties","others","inside_area","outside_areas","saved","saved_penalties","conceded","cleansheets","punches made"
João Mário,Porto,Forward,351,4,0,0,39.3,8,0,7,1,0,1,21,6,1,1,0,0,0,0,1,4,11,9,1,7,75,126,95,,,,,,,,,,,,
João Mário,Porto,Forward,351,4,0,0,39.3,8,0,7,1,0,1,21,6,1,1,0,0,0,0,1,4,40,10,4,23,85,268,242,,,,,,,,,,,,
João Mário,Porto,Forward,351,4,0,0,39.3,8,0,7,1,0,1,21,6,1,1,0,0,2,0,13,13,11,9,1,7,75,126,95,,,,,,,,,,,,
João Mário,Porto,Forward,351,4,0,0,39.3,8,0,7,1,0,1,21,6,1,1,0,0,2,0,13,13,40,10,4,23,85,268,242,,,,,,,,,,,,
Fernando,Shakhtar Donetsk,Midfielder,350,5,2,0,34.8,,,,2,0,2,6,1,12,5,4,3,1,0,6,3,0,1,0,0,80,77,63,2,0,0,0,0,2,0,,,,,
Fernando,Shakhtar Donetsk,Midfielder,350,5,2,0,34.8,,,,2,0,2,6,1,12,5,4,3,1,0,6,3,0,1,0,10,86,293,253,2,0,0,0,0,2,0,,,,,
Fernando,Shakhtar Donetsk,Midfielder,350,5,2,0,34.8,,,,2,0,2,6,1,12,5,4,3,1,0,6,6,0,1,0,0,80,77,63,2,0,0,0,0,2,0,,,,,
Fernando,Shakhtar Donetsk,Midfielder,350,5,2,0,34.8,,,,2,0,2,6,1,12,5,4,3,1,0,6,6,0,1,0,10,86,293,253,2,0,0,0,0,2,0,,,,,
Fernando,Shakhtar Donetsk,Midfielder,350,5,2,0,34.8,,,,3,1,2,51,6,12,5,4,3,1,0,6,3,0,1,0,0,80,77,63,2,0,0,0,0,2,0,,,,,
Fernando,Shakhtar Donetsk,Midfielder,350,5,2,0,34.8,,,,3,1,2,51,6,12,5,4,3,1,0,6,3,0,1,0,10,86,293,253,2,0,0,0,0,2,0,,,,,
Fernando,Shakhtar Donetsk,Midfielder,350,5,2,0,34.8,,,,3,1,2,51,6,12,5,4,3,1,0,6,6,0,1,0,0,80,77,63,2,0,0,0,0,2,0,,,,,
Fernando,Shakhtar Donetsk,Midfielder,350,5,2,0,34.8,,,,3,1,2,51,6,12,5,4,3,1,0,6,6,0,1,0,10,86,293,253,2,0,0,0,0,2,0,,,,,
Pepe,Porto,Defender,349,5,0,0,39.8,,,,4,2,2,30,17,2,1,1,0,1,0,3,6,0,2,0,10,86,190,163,,,,,,,,,,,,
Fernandinho,Man. City,Midfielder,347,8,0,2,44.7,0,0,1,9,4,5,17,1,4,0,2,2,1,0,1,12,40,5,2,12,85,291,254,,,,,,,,,,,,
Luis Suárez,Atlético,Forward,347,7,1,0,38.7,,,,0,0,0,1,2,8,2,5,1,2,0,3,4,0,3,0,2,67,84,57,1,0,0,1,0,1,0,,,,,
Pogba,Man. United,Midfielder,347,6,0,0,30.9,,,,5,3,2,9,4,2,1,0,1,0,0,7,7,66,3,2,2,83,191,157,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,7,3,4,22,11,2,1,1,0,0,0,4,0,0,1,0,18,86,369,325,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,7,3,4,22,11,2,1,1,0,0,0,4,0,0,0,0,4,87,208,185,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,7,3,4,22,11,2,1,1,0,2,0,14,23,0,1,0,18,86,369,325,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,7,3,4,22,11,2,1,1,0,2,0,14,23,0,0,0,4,87,208,185,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,7,3,4,22,11,3,0,3,0,0,0,4,0,0,1,0,18,86,369,325,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,7,3,4,22,11,3,0,3,0,0,0,4,0,0,0,0,4,87,208,185,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,7,3,4,22,11,3,0,3,0,2,0,14,23,0,1,0,18,86,369,325,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,7,3,4,22,11,3,0,3,0,2,0,14,23,0,0,0,4,87,208,185,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,14,7,7,41,4,2,1,1,0,0,0,4,0,0,1,0,18,86,369,325,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,14,7,7,41,4,2,1,1,0,0,0,4,0,0,0,0,4,87,208,185,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,14,7,7,41,4,2,1,1,0,2,0,14,23,0,1,0,18,86,369,325,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,14,7,7,41,4,2,1,1,0,2,0,14,23,0,0,0,4,87,208,185,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,14,7,7,41,4,3,0,3,0,0,0,4,0,0,1,0,18,86,369,325,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,14,7,7,41,4,3,0,3,0,0,0,4,0,0,0,0,4,87,208,185,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,14,7,7,41,4,3,0,3,0,2,0,14,23,0,1,0,18,86,369,325,,,,,,,,,,,,
Camara,Young Boys,Defender,347,4,0,0,30.5,,,,14,7,7,41,4,3,0,3,0,2,0,14,23,0,0,0,4,87,208,185,,,,,,,,,,,,
Okafor,Salzburg,Midfielder,345,6,3,0,40.0,,,,5,0,5,3,0,7,5,1,1,1,0,5,2,0,4,0,0,51,80,51,3,0,0,0,0,3,0,,,,,
Ghezzal,Beşiktaş,Midfielder,345,5,1,0,38.3,,,,7,1,6,8,0,8,2,6,0,1,0,4,6,14,14,2,3,69,161,113,0,1,0,1,0,1,0,,,,,
Lenglet,Barcelona,Defender,345,4,0,0,40.4,,,,6,2,4,17,2,4,1,2,1,1,0,3,2,0,1,0,7,89,304,274,,,,,,,,,,,,
Taarabt,Benfica,Midfielder,343,9,0,0,45.2,,,,4,1,3,13,1,,,,,2,0,5,4,0,4,0,6,83,149,127,,,,,,,,,,,,
Pedrinho,Shakhtar Donetsk,Midfielder,343,4,0,0,40.9,,,,2,0,2,4,0,10,2,4,4,0,0,5,3,50,4,2,0,88,170,150,,,,,,,,,,,,
Siebatcheu,Young Boys,Forward,341,6,2,0,35.6,,,,1,0,1,5,2,10,3,6,1,0,0,7,3,0,0,0,0,68,64,51,1,0,1,0,0,2,0,,,,,
Vranckx,Wolfsburg,Midfielder,337,4,0,0,41.5,,,,4,0,4,17,3,1,1,0,0,0,0,8,7,50,6,3,1,80,95,77,,,,,,,,,,,,
Chiesa,Juventus,Forward,336,4,2,0,37.5,,,,1,0,1,4,1,13,4,8,1,0,0,5,11,25,12,3,1,84,90,77,0,2,0,0,0,2,0,,,,,
Gvardiol,Leipzig,Defender,334,6,0,0,41.5,,,,9,5,4,39,12,4,0,2,2,0,0,8,3,0,2,0,3,86,196,162,,,,,,,,,,,,
Tonali,Milan,Midfielder,333,6,0,0,44.4,,,,2,2,0,21,6,2,0,1,1,0,0,3,6,33,9,3,14,78,184,148,,,,,,,,,,,,
Jesús Navas,Sevilla,Defender,332,4,0,0,40.0,,,,0,0,0,15,5,2,1,0,1,1,0,3,4,31,19,6,3,83,249,209,,,,,,,,,,,,
Sobol,Club Brugge,Defender,331,4,0,1,39.1,0,0,4,4,3,1,14,11,2,0,2,0,0,0,3,2,25,4,1,1,75,96,74,,,,,,,,,,,,
Brooks,Wolfsburg,Defender,331,4,0,0,36.3,,,,3,2,1,18,23,,,,,3,1,5,0,0,0,0,13,85,167,143,,,,,,,,,,,,
Trigueros,Villarreal,Midfielder,330,9,1,0,42.9,,,,6,1,5,8,4,6,6,0,0,0,0,3,6,0,2,0,4,81,142,116,1,0,0,0,0,1,0,,,,,
Pedro Gonçalves,Sporting CP,Midfielder,329,5,4,2,41.3,7,0,10,4,3,1,10,1,13,7,3,3,0,0,3,4,62,8,5,1,64,83,54,4,0,0,1,0,3,1,,,,,
Mbabu,Wolfsburg,Defender,328,6,0,0,38.6,,,,7,5,2,17,16,1,0,1,0,2,0,7,3,31,16,5,4,64,141,96,,,,,,,,,,,,
Solet,Salzburg,Defender,328,5,0,0,38.9,,,,1,0,1,36,18,2,2,0,0,0,0,4,0,0,0,0,6,84,142,123,,,,,,,,,,,,
Christiansen,Malmö,Midfielder,328,4,0,0,41.9,,,,2,0,2,13,4,5,1,3,1,1,0,3,3,16,12,2,11,80,193,163,,,,,,,,,,,,
Jordán,Sevilla,Midfielder,327,6,1,0,43.3,,,,6,2,4,18,2,3,2,0,1,2,1,10,4,50,4,2,9,91,221,203,0,0,1,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,9,6,3,12,5,1,0,1,0,2,0,6,2,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,9,6,3,12,5,1,0,1,0,2,0,6,2,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,9,6,3,12,5,1,0,1,0,1,0,6,5,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,9,6,3,12,5,1,0,1,0,1,0,6,5,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,9,6,3,12,5,3,2,0,1,2,0,6,2,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,9,6,3,12,5,3,2,0,1,2,0,6,2,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,9,6,3,12,5,3,2,0,1,1,0,6,5,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,9,6,3,12,5,3,2,0,1,1,0,6,5,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,4,1,3,20,1,1,0,1,0,2,0,6,2,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,4,1,3,20,1,1,0,1,0,2,0,6,2,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,4,1,3,20,1,1,0,1,0,1,0,6,5,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,4,1,3,20,1,1,0,1,0,1,0,6,5,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,4,1,3,20,1,3,2,0,1,2,0,6,2,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,4,1,3,20,1,3,2,0,1,2,0,6,2,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,4,1,3,20,1,3,2,0,1,1,0,6,5,50,2,1,3,80,224,199,0,1,0,0,0,1,0,,,,,
Herrera,Paris,Midfielder,326,6,1,0,44.3,,,,4,1,3,20,1,3,2,0,1,1,0,6,5,0,6,0,6,82,121,102,0,1,0,0,0,1,0,,,,,
Garmash,Dynamo Kyiv,Midfielder,325,6,1,0,42.7,,,,9,2,7,10,1,7,3,1,3,2,0,11,15,0,2,0,0,78,88,69,1,0,0,0,0,1,0,,,,,
Aké,Man. City,Defender,324,6,1,0,36.9,,,,3,3,0,19,19,4,1,3,0,1,0,3,4,0,0,0,7,90,259,244,0,0,1,0,0,1,0,,,,,
L. Nmecha,Wolfsburg,Forward,322,5,2,0,42.0,,,,5,2,3,7,3,9,4,1,4,3,0,8,9,0,1,0,0,79,66,50,1,0,1,0,0,2,0,,,,,
Solomon,Shakhtar Donetsk,Midfielder,322,5,0,0,42.3,,,,0,0,0,6,0,7,1,4,2,0,0,2,2,0,5,0,0,90,136,123,,,,,,,,,,,,
Gómez,Sevilla,Forward,322,5,0,0,36.7,,,,1,0,1,8,1,5,1,1,3,0,0,1,5,13,15,2,1,83,176,148,,,,,,,,,,,,
Kessié,Milan,Midfielder,321,5,0,1,41.2,0,0,0,4,0,4,15,5,4,1,2,1,2,1,9,6,100,4,4,10,85,175,150,,,,,,,,,,,,
Lukaku,Chelsea,Forward,320,6,2,0,31.5,,,,1,1,0,2,0,11,3,6,2,0,0,2,2,75,4,3,0,79,61,49,0,1,1,0,0,2,0,,,,,
Grujić,Porto,Midfielder,320,6,0,1,40.9,0,0,3,8,3,5,16,4,7,6,1,0,1,0,9,4,0,0,0,2,76,131,110,,,,,,,,,,,,
Paredes,Paris,Midfielder,315,5,0,0,36.9,,,,8,1,7,18,1,1,0,1,0,3,0,7,5,0,0,0,10,93,315,298,,,,,,,,,,,,
Calabria,Milan,Defender,315,4,0,0,38.5,,,,0,0,0,23,11,1,0,1,0,0,0,2,3,25,8,2,6,76,120,91,,,,,,,,,,,,
Orbán,Leipzig,Defender,315,4,0,0,35.6,,,,5,4,1,25,10,,,,,1,0,4,3,0,0,0,6,92,194,176,,,,,,,,,,,,
Lovren,Zenit,Defender,315,4,0,0,34.7,,,,1,1,0,19,19,1,0,1,0,2,0,2,0,50,2,1,5,88,159,141,,,,,,,,,,,,
Dahlin,Malmö,Goalkeeper,315,4,0,0,14.2,,,,,,,,,,,,,1,0,1,0,0,0,0,13,53,98,52,,,,,,,,19,1,8,0,3
Evanilson,Porto,Forward,313,4,0,0,34.9,,,,6,2,4,4,3,4,1,2,1,0,0,9,15,0,1,0,0,79,72,58,,,,,,,,,,,,
Welinton,Beşiktaş,Defender,313,4,0,0,33.0,,,,13,4,9,31,11,,,,,1,1,6,1,0,4,0,7,81,183,158,,,,,,,,,,,,
Bruno,Sheriff,Midfielder,312,6,0,0,38.5,,,,2,2,0,10,6,3,1,1,1,0,0,7,5,50,6,3,2,76,82,63,,,,,,,,,,,,
Moreno,Villarreal,Defender,309,7,1,0,41.7,,,,4,0,4,8,6,3,2,1,0,2,0,5,3,100,2,2,2,82,135,110,0,1,0,0,0,1,0,,,,,
Montero,Beşiktaş,Defender,306,4,1,0,34.6,,,,12,6,6,27,11,1,1,0,0,2,0,4,3,0,0,0,8,85,168,147,0,0,1,0,0,1,0,,,,,
Vrsaljko,Atlético,Defender,304,5,0,0,36.9,,,,6,3,3,23,8,2,1,1,0,1,0,12,2,20,5,1,1,65,80,55,,,,,,,,,,,,
Greenwood,Man. United,Forward,304,4,1,1,38.1,0,3,6,0,0,0,3,1,2,2,0,0,1,0,3,3,40,5,2,0,85,143,123,0,1,0,0,0,1,0,,,,,
Azmoun,Zenit,Forward,303,5,2,1,30.3,0,1,2,3,0,3,7,4,8,6,1,1,0,0,3,1,50,2,1,0,53,56,38,2,0,0,0,0,2,0,,,,,
Malinovskyi,Atalanta,Midfielder,301,5,1,0,38.5,,,,6,2,4,4,2,11,4,3,4,0,0,6,9,41,31,13,6,82,143,114,0,1,0,0,0,0,1,,,,,
Sérgio Oliveira,Porto,Midfielder,300,6,1,0,39.7,,,,7,2,5,14,6,2,1,1,0,1,0,5,1,45,20,9,13,77,127,96,1,0,0,1,0,1,0,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,1,0,1,4,4,3,0,1,2,0,0,1,3,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,1,0,1,4,4,3,0,1,2,0,0,1,3,16,6,1,1,85,115,99,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,1,0,1,4,4,3,0,1,2,1,0,2,0,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,1,0,1,4,4,3,0,1,2,1,0,2,0,16,6,1,1,85,115,99,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,1,0,1,4,4,3,0,2,1,0,0,1,3,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,1,0,1,4,4,3,0,2,1,0,0,1,3,16,6,1,1,85,115,99,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,1,0,1,4,4,3,0,2,1,1,0,2,0,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,1,0,1,4,4,3,0,2,1,1,0,2,0,16,6,1,1,85,115,99,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,2,1,1,9,5,3,0,1,2,0,0,1,3,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,2,1,1,9,5,3,0,1,2,0,0,1,3,16,6,1,1,85,115,99,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,2,1,1,9,5,3,0,1,2,1,0,2,0,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,2,1,1,9,5,3,0,1,2,1,0,2,0,16,6,1,1,85,115,99,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,2,1,1,9,5,3,0,2,1,0,0,1,3,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,2,1,1,9,5,3,0,2,1,0,0,1,3,16,6,1,1,85,115,99,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,2,1,1,9,5,3,0,2,1,1,0,2,0,25,4,1,3,70,57,44,,,,,,,,,,,,
Karavaev,Zenit,Defender,299,4,0,1,38.3,0,0,4,2,1,1,9,5,3,0,2,1,1,0,2,0,16,6,1,1,85,115,99,,,,,,,,,,,,
Sowah,Club Brugge,Forward,298,5,0,0,38.4,,,,7,1,6,11,4,6,0,3,3,0,0,5,2,7,14,1,0,67,110,77,,,,,,,,,,,,
Ikoné,LOSC,Midfielder,297,5,1,2,35.3,0,1,15,0,0,0,9,1,11,4,2,5,4,0,6,2,0,0,0,1,73,97,75,1,0,0,0,0,1,0,,,,,
Simakan,Leipzig,Defender,297,4,0,0,32.0,,,,5,2,3,22,8,1,0,1,0,2,0,6,3,100,1,1,7,92,158,142,,,,,,,,,,,,
Lukebakio,Wolfsburg,Forward,296,6,0,0,35.9,,,,3,2,1,5,0,3,0,1,2,0,0,2,4,50,2,1,0,79,70,53,,,,,,,,,,,,
Rafael Leão,Milan,Forward,294,4,1,1,32.4,0,3,16,5,1,4,6,3,1,1,0,0,1,0,4,2,27,11,3,0,73,57,42,1,0,0,0,0,1,0,,,,,
Sutormin,Zenit,Midfielder,293,4,1,0,34.3,,,,1,0,1,5,3,2,2,0,0,0,0,1,1,33,6,2,4,89,160,145,0,1,0,0,0,0,1,,,,,
Alex Telles,Man. United,Defender,293,4,1,0,33.5,,,,3,0,3,13,4,1,1,0,0,2,0,2,6,21,33,7,12,88,179,164,0,1,0,0,0,0,1,,,,,
Bernardeschi,Juventus,Midfielder,292,5,0,2,36.3,7,1,7,2,1,1,10,2,7,5,1,1,0,0,2,4,38,18,7,7,87,131,111,,,,,,,,,,,,
Adams,Leipzig,Midfielder,292,5,0,0,38.9,,,,8,5,3,8,2,,,,,4,0,6,2,0,1,0,0,89,166,146,,,,,,,,,,,,
Hudson-Odoi,Chelsea,Midfielder,289,5,1,2,32.3,1,1,15,2,0,2,7,0,7,3,0,4,1,0,4,3,40,10,4,0,90,149,134,0,1,0,0,0,1,0,,,,,
Uribe,Porto,Midfielder,289,4,0,0,36.8,,,,12,4,8,28,1,3,0,2,1,3,0,6,1,0,1,0,2,83,112,96,,,,,,,,,,,,
De Sciglio,Juventus,Defender,286,4,0,1,33.3,0,0,4,5,5,0,24,4,,,,,0,0,5,2,30,23,7,0,85,144,126,,,,,,,,,,,,
M. Olsson,Malmö,Defender,284,6,0,0,34.5,,,,1,0,1,8,17,1,1,0,0,0,0,3,3,12,8,1,5,72,105,82,,,,,,,,,,,,
Dimarco,Inter,Defender,283,7,0,0,36.3,,,,2,2,0,12,7,6,2,2,2,1,0,3,2,29,37,11,10,89,158,138,,,,,,,,,,,,
Capaldo,Salzburg,Midfielder,281,7,0,0,36.9,,,,14,5,9,28,5,1,0,0,1,3,0,15,8,25,8,2,4,66,112,78,,,,,,,,,,,,
Peña,Malmö,Midfielder,281,5,0,0,32.5,,,,2,1,1,2,1,4,2,1,1,1,0,1,0,20,5,1,6,80,170,138,,,,,,,,,,,,
Peña,Malmö,Midfielder,281,5,0,0,32.5,,,,2,1,1,2,1,4,2,1,1,1,0,3,3,20,5,1,6,80,170,138,,,,,,,,,,,,
Peña,Malmö,Midfielder,281,5,0,0,32.5,,,,11,4,7,12,2,4,2,1,1,1,0,1,0,20,5,1,6,80,170,138,,,,,,,,,,,,
Peña,Malmö,Midfielder,281,5,0,0,32.5,,,,11,4,7,12,2,4,2,1,1,1,0,3,3,20,5,1,6,80,170,138,,,,,,,,,,,,
Dzyuba,Zenit,Forward,277,6,0,1,31.2,0,2,1,1,0,1,4,8,6,1,3,2,0,0,1,3,0,0,0,0,65,61,39,,,,,,,,,,,,
Rakitić,Sevilla,Midfielder,276,5,2,1,36.4,7,0,0,5,1,4,11,1,7,3,2,2,1,0,6,3,21,14,3,14,77,148,124,2,0,0,2,0,2,0,,,,,
Larsson,Malmö,Defender,275,4,0,0,32.0,,,,0,0,0,13,6,1,0,1,0,2,0,5,8,60,5,3,6,67,86,67,,,,,,,,,,,,
Chukwueze,Villarreal,Midfielder,273,9,2,0,37.0,,,,1,0,1,5,2,3,2,1,0,0,0,6,2,0,2,0,1,62,50,37,0,2,0,0,0,2,0,,,,,
Rakip,Malmö,Midfielder,273,6,0,0,35.9,,,,6,3,3,4,1,3,1,2,0,1,0,12,6,50,2,1,4,72,67,48,,,,,,,,,,,,
Rieder,Young Boys,Midfielder,272,6,1,1,38.7,6,0,2,8,4,4,14,3,6,2,1,3,0,0,6,1,11,9,1,3,69,98,69,1,0,0,0,0,0,1,,,,,
Rafa Mir,Sevilla,Forward,271,6,1,1,36.4,0,0,1,0,0,0,3,3,10,4,5,1,1,0,3,1,50,2,1,0,58,46,29,1,0,0,0,0,1,0,,,,,
Kampl,Leipzig,Midfielder,270,3,0,0,35.8,,,,8,4,4,15,2,1,0,1,0,1,0,5,2,33,3,1,2,90,180,165,,,,,,,,,,,,
Verissimo,Benfica,Defender,270,3,0,0,30.2,,,,2,1,1,23,11,2,0,2,0,1,0,2,1,0,0,0,6,83,111,93,,,,,,,,,,,,
N'Sakala,Beşiktaş,Defender,270,3,0,0,30.1,,,,7,3,4,14,5,1,0,0,1,,,,,41,12,5,0,81,161,134,,,,,,,,,,,,
Kjær,Milan,Defender,270,3,0,0,28.6,,,,4,2,2,16,18,2,1,1,0,0,0,2,1,0,0,0,4,88,134,119,,,,,,,,,,,,
Faivre,Young Boys,Goalkeeper,270,3,0,0,20.5,,,,,,,,,,,,,,,,,0,0,0,2,82,122,100,,,,,,,,12,0,6,0,1
Tătăruşanu,Milan,Goalkeeper,270,3,0,0,18.6,,,,,,,,,,,,,,,,,0,0,0,6,90,93,83,,,,,,,,8,0,2,1,2
Maignan,Milan,Goalkeeper,270,3,0,0,18.3,,,,,,,,,,,,,,,,,0,0,0,11,72,114,83,,,,,,,,14,1,7,0,1
Trubin,Shakhtar Donetsk,Goalkeeper,270,3,0,0,15.5,,,,,,,,,,,,,,,,,0,0,0,5,83,94,78,,,,,,,,18,0,9,0,0
Navas,Paris,Goalkeeper,270,3,0,0,13.7,,,,,,,,,,,,,,,,,0,0,0,9,85,101,86,,,,,,,,11,0,5,0,3
Von Ballmoos,Young Boys,Goalkeeper,270,3,0,0,12.2,,,,,,,,,,,,,,,,,0,0,0,5,73,85,59,,,,,,,,9,0,6,0,1
Fassnacht,Young Boys,Midfielder,269,3,0,0,23.3,,,,0,0,0,9,2,8,3,4,1,1,0,2,0,16,6,1,1,85,86,73,,,,,,,,,,,,
Alan Patrick,Shakhtar Donetsk,Midfielder,268,4,0,1,37.1,4,0,5,2,0,2,10,1,6,1,1,4,0,0,6,6,50,4,2,4,81,153,127,,,,,,,,,,,,
Pyatov,Shakhtar Donetsk,Goalkeeper,266,3,0,0,14.2,,,,,,,,,,,,,,,,,0,0,0,3,91,83,75,,,,,,,,5,0,2,2,4
Arthur,Juventus,Midfielder,264,6,0,0,35.2,,,,3,2,1,14,1,2,0,2,0,1,0,4,4,50,2,1,7,94,293,278,,,,,,,,,,,,
Kenan Karaman,Beşiktaş,Forward,264,5,0,0,33.7,,,,2,2,0,7,1,2,0,0,2,0,0,4,2,0,1,0,0,65,74,56,,,,,,,,,,,,
Wijnaldum,Paris,Midfielder,261,5,2,0,31.6,,,,4,0,4,5,1,4,4,0,0,0,0,4,5,0,0,0,3,93,97,89,0,1,1,0,0,2,0,,,,,
Giroud,Milan,Forward,261,5,0,0,29.0,,,,2,1,1,4,3,5,3,2,0,2,0,5,2,0,3,0,0,75,48,36,,,,,,,,,,,,
Pjanic,Beşiktaş,Midfielder,261,3,0,2,32.7,9,0,4,2,1,1,16,2,3,0,3,0,1,0,2,6,60,10,6,19,83,216,182,,,,,,,,,,,,
Mehmet Topal,Beşiktaş,Midfielder,261,3,0,0,29.6,,,,1,1,0,14,3,3,0,0,3,0,0,1,1,0,0,0,1,86,81,70,,,,,,,,,,,,
Di María,Paris,Forward,260,5,0,1,32.1,8,1,3,6,4,2,12,2,8,2,4,2,0,0,4,2,28,7,2,4,69,154,135,,,,,,,,,,,,
Djimsiti,Atalanta,Defender,260,5,0,0,31.5,,,,5,4,1,31,8,,,,,0,0,3,1,100,1,1,6,83,191,160,,,,,,,,,,,,
Dia,Villarreal,Forward,258,8,1,0,33.3,,,,2,2,0,3,3,5,2,1,2,0,0,3,3,0,0,0,1,54,46,35,1,0,0,0,0,1,0,,,,,
Steffen,Wolfsburg,Midfielder,258,5,2,0,31.1,,,,3,2,1,6,6,5,2,2,1,2,0,5,4,50,2,1,0,74,84,66,0,2,0,0,0,2,0,3,0,2,0,1
Steffen,Wolfsburg,Midfielder,258,5,2,0,31.1,,,,3,2,1,6,6,5,2,2,1,2,0,5,4,0,0,0,3,92,25,23,0,2,0,0,0,2,0,3,0,2,0,1
Onana,LOSC,Midfielder,257,8,0,0,34.9,,,,7,6,1,17,3,2,0,1,1,0,0,1,3,0,0,0,1,82,95,76,,,,,,,,2,0,2,0,0
Onana,LOSC,Midfielder,257,8,0,0,34.9,,,,7,6,1,17,3,2,0,1,1,0,0,1,3,0,0,0,4,88,56,49,,,,,,,,2,0,2,0,0
Rashford,Man. United,Forward,257,5,1,0,29.5,,,,1,1,0,3,0,10,2,5,3,1,0,3,4,20,5,1,1,78,110,91,1,0,0,0,0,1,0,,,,,
