"player_name","club","position","minutes_played","match_played","goals","assists","distance_covered","corner_taken","offsides","dribbles","tackles","t_won","t_lost","balls_recoverd","clearance_attempted","total_attempts","on_target","off_target","blocked","red","yellow","fouls_committed","fouls_suffered","cross_accuracy","cross_attempted","cross_complted","freekicks_taken","pass_accuracy","pass_attempted","pass_completed","right_foot","left_foot","headers","penalties","others","inside_area","outside_areas","saved","saved_penalties","conceded","cleansheets","punches made"
Seiwald,Salzburg,Midfielder,649,8,0,1,85.3,18,1,5,18,6,12,44,9,4,3,0,1,2,0,19,3,20,25,5,9,69,258,190,,,,,,,,,,,,
Estupiñán,Villarreal,Defender,645,10,0,0,76.4,,,,8,4,4,52,31,1,0,0,1,2,0,7,3,28,14,4,3,83,282,229,,,,,,,,,,,,
Stones,Man. City,Defender,637,8,0,0,73.2,,,,1,1,0,33,8,6,1,4,1,1,0,3,3,0,1,0,8,94,545,523,,,,,,,,,,,,
Brozović,Inter,Midfielder,635,8,1,0,89.3,,,,15,6,9,38,6,11,1,4,6,0,0,5,6,75,8,6,26,90,559,506,1,0,0,0,0,1,0,,,,,
Coman,Bayern,Forward,632,9,2,3,76.3,4,4,59,2,0,2,14,4,20,6,10,4,1,0,6,16,30,42,13,0,84,329,271,1,1,0,0,0,2,0,,,,,
Messi,Paris,Forward,630,7,5,0,58.7,,,,2,1,1,7,1,26,10,8,8,1,0,3,11,35,14,5,12,89,428,385,0,5,0,2,0,3,2,,,,,
Tadić,Ajax,Forward,630,7,2,2,78.9,5,5,13,2,0,2,12,1,12,3,4,5,0,0,11,9,43,44,19,8,75,303,231,1,1,0,0,0,2,0,,,,,
André,LOSC,Midfielder,630,7,0,0,80.0,,,,24,12,12,49,11,5,1,1,3,3,0,9,10,0,4,0,7,82,352,289,,,,,,,,,,,,
Kimpembe,Paris,Defender,630,7,0,0,64.4,,,,9,4,5,26,32,,,,,3,0,8,6,0,0,0,15,93,376,352,,,,,,,,,,,,
Adán,Sporting CP,Goalkeeper,630,7,0,0,36.3,,,,,,,,,,,,,,,,,0,0,0,34,70,233,166,,,,,,,,17,0,13,2,8
Szczęsny,Juventus,Goalkeeper,630,7,0,0,31.4,,,,,,,,,,,,,,,,,0,0,0,8,84,176,145,,,,,,,,14,0,10,3,3
De Gea,Man. United,Goalkeeper,630,7,0,0,26.4,,,,,,,,,,,,,,,,,0,0,0,9,74,164,121,,,,,,,,19,0,9,1,0
Berghuis,Ajax,Forward,628,8,3,1,79.8,15,2,3,6,2,4,14,3,16,5,6,5,1,0,3,1,32,28,9,2,82,277,229,0,3,0,0,0,3,0,,,,,
De Ligt,Juventus,Defender,627,7,0,0,71.5,,,,5,4,1,49,24,1,0,0,1,2,0,3,2,100,1,1,8,87,346,307,,,,,,,,,,,,
Núñez,Benfica,Forward,613,10,6,0,72.4,,,,4,2,2,10,7,15,8,7,0,1,0,6,7,22,18,4,2,56,117,67,5,0,1,1,0,6,0,,,,,
Matheus Reis,Sporting CP,Defender,611,8,0,0,75.3,,,,9,6,3,23,10,4,0,3,1,0,0,6,8,16,6,1,6,84,224,192,,,,,,,,,,,,
Ronaldo,Man. United,Forward,611,7,6,0,59.2,,,,3,1,2,5,6,22,12,8,2,1,0,4,11,60,5,3,4,87,204,179,5,0,1,0,0,4,2,,,,,
Adeyemi,Salzburg,Forward,607,8,3,1,69.2,0,0,23,4,1,3,8,0,16,10,3,3,2,0,9,18,28,7,2,1,53,90,49,0,3,0,2,0,3,0,,,,,
Christensen,Chelsea,Defender,603,8,1,1,62.6,0,0,1,10,6,4,41,14,3,2,0,1,0,0,7,4,50,2,1,7,93,552,517,1,0,0,0,0,1,0,,,,,
Zeki Çelik,LOSC,Defender,591,7,0,1,71.3,0,1,5,8,4,4,29,8,4,0,4,0,1,0,6,3,33,12,4,9,78,297,233,,,,,,,,,,,,
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,11,4,7,13,0,6,2,4,0,1,0,7,7,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,11,4,7,13,0,6,2,4,0,1,0,7,7,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,11,4,7,13,0,6,2,4,0,1,0,7,7,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,11,4,7,13,0,6,2,4,0,1,0,7,9,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,11,4,7,13,0,6,2,4,0,1,0,7,9,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,11,4,7,13,0,6,2,4,0,1,0,7,9,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,11,4,7,13,0,28,7,10,11,1,0,7,7,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,11,4,7,13,0,28,7,10,11,1,0,7,7,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,11,4,7,13,0,28,7,10,11,1,0,7,7,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,11,4,7,13,0,28,7,10,11,1,0,7,9,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,11,4,7,13,0,28,7,10,11,1,0,7,9,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,11,4,7,13,0,28,7,10,11,1,0,7,9,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,10,2,8,53,19,6,2,4,0,1,0,7,7,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,10,2,8,53,19,6,2,4,0,1,0,7,7,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,10,2,8,53,19,6,2,4,0,1,0,7,7,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,10,2,8,53,19,6,2,4,0,1,0,7,9,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,10,2,8,53,19,6,2,4,0,1,0,7,9,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,10,2,8,53,19,6,2,4,0,1,0,7,9,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,10,2,8,53,19,28,7,10,11,1,0,7,7,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,10,2,8,53,19,28,7,10,11,1,0,7,7,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,10,2,8,53,19,28,7,10,11,1,0,7,7,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,10,2,8,53,19,28,7,10,11,1,0,7,9,0,0,0,3,54,28,15,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,10,2,8,53,19,28,7,10,11,1,0,7,9,0,1,0,0,81,121,97,1,0,0,0,0,0,1,3,0,0,1,0
Martínez,Inter,Forward,587,8,1,0,67.4,0,0,3,10,2,8,53,19,28,7,10,11,1,0,7,9,0,0,0,12,94,674,633,1,0,0,0,0,0,1,3,0,0,1,0
Giménez,Atlético,Defender,585,7,0,0,63.3,,,,4,2,2,35,23,5,0,4,1,1,0,4,3,0,0,0,10,78,211,175,,,,,,,,,,,,
Paulinho,Sporting CP,Forward,582,8,3,1,68.2,0,5,8,3,0,3,12,4,16,8,7,1,2,0,5,14,0,3,0,0,74,139,105,0,3,0,0,0,1,2,,,,,
Sterling,Man. City,Forward,581,12,3,2,71.1,0,6,14,3,0,3,7,0,17,6,9,2,1,0,14,10,12,8,1,1,88,206,185,2,1,0,0,0,2,1,,,,,
Nuno Mendes,Paris,Defender,581,8,0,0,62.2,,,,5,4,1,25,12,2,2,0,0,1,0,5,10,16,12,2,3,83,258,220,,,,,,,,,,,,
Bonucci,Juventus,Defender,580,7,0,0,60.6,,,,6,2,4,36,17,,,,,,,,,0,0,0,15,89,434,391,,,,,,,,,,,,
Kondogbia,Atlético,Midfielder,578,9,0,0,71.3,,,,15,6,9,40,7,6,1,4,1,2,0,5,11,0,1,0,9,84,242,209,,,,,,,,,,,,
De Paul,Atlético,Midfielder,577,9,1,0,74.5,,,,6,1,5,25,9,13,4,6,3,2,0,12,13,29,17,5,19,75,293,228,1,0,0,0,0,1,0,,,,,
Antony,Ajax,Forward,577,7,2,5,65.1,3,4,28,7,3,4,25,2,26,10,9,7,1,0,5,9,18,27,5,2,81,322,262,0,2,0,0,0,2,0,,,,,
Walker,Man. City,Defender,577,7,1,0,64.1,,,,3,1,2,34,11,2,1,0,1,0,1,3,1,9,11,1,2,86,397,347,1,0,0,0,0,1,0,,,,,
João Félix,Atlético,Forward,573,8,1,1,68.5,1,3,21,6,1,5,5,7,12,3,7,2,2,0,4,13,50,2,1,0,81,160,131,0,0,1,0,0,1,0,,,,,
Wöber,Salzburg,Defender,573,7,1,0,66.5,,,,14,6,8,39,36,8,2,4,2,0,0,7,3,0,2,0,12,79,314,255,0,1,0,0,0,0,1,,,,,
Blind,Ajax,Defender,572,8,1,1,70.9,0,1,8,11,4,7,32,8,4,2,1,1,1,0,5,0,53,15,8,17,83,439,368,0,1,0,0,0,0,1,,,,,
L. Hernández,Bayern,Defender,572,8,0,0,69.4,,,,9,6,3,49,15,6,1,4,1,2,0,11,6,37,8,3,12,92,543,496,,,,,,,,,,,,
J. Timber,Ajax,Midfielder,570,8,0,0,64.9,,,,6,2,4,35,12,2,0,2,0,3,0,10,6,0,1,0,14,95,497,474,,,,,,,,,,,,
Jorginho,Chelsea,Midfielder,561,8,2,2,68.7,1,0,1,7,5,2,38,2,4,2,1,1,0,0,9,8,50,4,2,12,91,519,477,2,0,0,2,0,2,0,,,,,
Gonçalo Inácio,Sporting CP,Defender,561,7,0,1,60.7,0,0,2,4,3,1,28,16,1,0,1,0,1,0,3,2,0,0,0,17,91,271,246,,,,,,,,,,,,
Álvarez,Ajax,Midfielder,558,7,0,0,73.0,,,,19,10,9,29,7,7,2,4,1,4,0,17,6,0,1,0,7,93,363,340,,,,,,,,,,,,
Alex Sandro,Juventus,Defender,553,7,1,0,69.0,,,,11,4,7,32,11,6,1,5,0,0,0,8,9,14,7,1,11,86,325,284,0,0,1,0,0,1,0,,,,,
Alonso,Chelsea,Defender,548,8,0,0,68.9,,,,3,1,2,17,4,12,4,4,4,1,0,11,7,38,34,13,10,86,300,258,,,,,,,,,,,,
Everton,Benfica,Forward,543,9,0,0,67.1,,,,7,5,2,13,2,9,4,4,1,0,0,6,9,44,9,4,0,78,115,87,,,,,,,,,,,,
Džeko,Inter,Forward,541,7,3,1,64.6,0,2,4,0,0,0,6,5,25,12,6,7,0,0,3,10,0,6,0,1,72,157,116,1,1,1,0,0,3,0,,,,,
Vanaken,Club Brugge,Midfielder,540,6,3,1,69.4,2,0,7,1,0,1,22,3,12,6,1,5,0,0,3,5,100,1,1,7,83,288,241,3,0,0,0,0,3,0,,,,,
S. Thill,Sheriff,Midfielder,540,6,2,1,76.8,9,0,1,12,6,6,14,16,13,6,5,2,1,0,2,2,23,17,4,18,81,206,167,0,1,0,0,1,0,2,,,,,
Coates,Sporting CP,Defender,540,6,2,0,50.9,,,,6,2,4,28,29,7,2,4,1,1,0,1,3,0,0,0,10,87,240,211,0,0,2,0,0,2,0,,,,,
Arnold,Wolfsburg,Midfielder,540,6,0,3,67.3,10,0,1,5,2,3,30,8,5,1,3,1,3,0,10,9,38,18,7,25,78,266,210,,,,,,,,,,,,
Cristiano,Sheriff,Defender,540,6,0,3,63.2,0,1,7,8,3,5,18,18,3,1,2,0,1,0,4,3,42,21,9,4,73,159,117,,,,,,,,,,,,
Zabarnyi,Dynamo Kyiv,Defender,540,6,0,0,67.1,,,,4,2,2,26,26,2,0,2,0,1,0,5,8,0,1,0,10,90,241,221,,,,,,,,,,,,
Fernando,Sevilla,Midfielder,540,6,0,0,66.6,,,,2,0,2,6,1,12,5,4,3,1,0,6,3,0,1,0,0,80,77,63,2,0,0,0,0,2,0,,,,,
Fernando,Sevilla,Midfielder,540,6,0,0,66.6,,,,2,0,2,6,1,12,5,4,3,1,0,6,3,0,1,0,10,86,293,253,2,0,0,0,0,2,0,,,,,
Fernando,Sevilla,Midfielder,540,6,0,0,66.6,,,,2,0,2,6,1,12,5,4,3,1,0,6,6,0,1,0,0,80,77,63,2,0,0,0,0,2,0,,,,,
Fernando,Sevilla,Midfielder,540,6,0,0,66.6,,,,2,0,2,6,1,12,5,4,3,1,0,6,6,0,1,0,10,86,293,253,2,0,0,0,0,2,0,,,,,
Fernando,Sevilla,Midfielder,540,6,0,0,66.6,,,,3,1,2,51,6,12,5,4,3,1,0,6,3,0,1,0,0,80,77,63,2,0,0,0,0,2,0,,,,,
Fernando,Sevilla,Midfielder,540,6,0,0,66.6,,,,3,1,2,51,6,12,5,4,3,1,0,6,3,0,1,0,10,86,293,253,2,0,0,0,0,2,0,,,,,
Fernando,Sevilla,Midfielder,540,6,0,0,66.6,,,,3,1,2,51,6,12,5,4,3,1,0,6,6,0,1,0,0,80,77,63,2,0,0,0,0,2,0,,,,,
Fernando,Sevilla,Midfielder,540,6,0,0,66.6,,,,3,1,2,51,6,12,5,4,3,1,0,6,6,0,1,0,10,86,293,253,2,0,0,0,0,2,0,,,,,
Fernando Costanza,Sheriff,Defender,540,6,0,0,64.6,,,,19,13,6,39,39,2,0,1,1,2,0,6,8,18,11,2,4,65,136,92,,,,,,,,,,,,
Dodô,Shakhtar Donetsk,Defender,540,6,0,0,64.5,,,,10,6,4,37,8,7,2,4,1,0,0,5,8,10,10,1,11,88,289,256,,,,,,,,,,,,
Barrios,Zenit,Midfielder,540,6,0,0,61.5,,,,11,7,4,41,13,1,0,0,1,1,0,6,9,0,2,0,8,91,306,282,,,,,,,,,,,,
Lacroix,Wolfsburg,Defender,540,6,0,0,61.3,,,,1,1,0,35,30,2,0,2,0,2,0,5,6,0,0,0,22,81,284,232,,,,,,,,,,,,
Hendry,Club Brugge,Defender,540,6,0,0,61.0,,,,6,4,2,42,18,2,1,0,1,0,0,4,2,0,1,0,9,84,175,148,,,,,,,,,,,,
Arboleda,Sheriff,Defender,540,6,0,0,53.3,,,,1,0,1,30,37,1,0,1,0,1,0,1,1,0,0,0,6,84,145,124,,,,,,,,,,,,
Dulanto,Sheriff,Defender,540,6,0,0,53.0,,,,11,3,8,32,39,3,0,3,0,3,0,5,1,0,0,0,11,81,195,162,,,,,,,,,,,,
Bounou,Sevilla,Goalkeeper,540,6,0,0,37.2,,,,,,,,,,,,,0,0,1,0,0,1,0,12,82,185,152,,,,,,,,14,0,5,2,1
Kobel,Dortmund,Goalkeeper,540,6,0,0,35.4,,,,,,,,,,,,,,,,,0,0,0,8,87,175,152,,,,,,,,14,1,11,2,1
Mignolet,Club Brugge,Goalkeeper,540,6,0,0,33.2,,,,,,,,,,,,,,,,,0,0,0,18,78,216,166,,,,,,,,28,0,20,0,1
Musso,Atalanta,Goalkeeper,540,6,0,0,32.7,,,,,,,,,,,,,,,,,0,0,0,11,76,158,120,,,,,,,,21,0,13,1,1
Pasveer,Ajax,Goalkeeper,540,6,0,0,32.7,,,,,,,,,,,,,,,,,0,0,0,5,86,232,200,,,,,,,,13,0,6,2,2
Grbić,LOSC,Goalkeeper,540,6,0,0,31.9,,,,,,,,,,,,,,,,,0,0,0,24,50,165,85,,,,,,,,13,0,4,3,1
Diogo Costa,Porto,Goalkeeper,540,6,0,0,31.7,,,,,,,,,,,,,,,,,0,0,0,33,64,269,173,,,,,,,,18,0,11,2,2
Ter Stegen,Barcelona,Goalkeeper,540,6,0,0,29.0,,,,,,,,,,,,,,,,,0,0,0,12,88,213,188,,,,,,,,16,0,9,3,2
Locatelli,Juventus,Midfielder,539,7,0,0,69.8,,,,15,7,8,24,1,8,0,6,2,1,0,7,5,33,3,1,12,85,363,316,,,,,,,,,,,,
Diego Carlos,Sevilla,Defender,539,6,0,0,58.7,,,,3,1,2,41,20,4,1,3,0,2,0,1,3,0,0,0,11,90,414,374,,,,,,,,,,,,
Mount,Chelsea,Midfielder,538,7,1,2,60.3,7,0,6,4,1,3,17,0,11,3,5,3,0,0,10,6,25,27,7,2,83,268,225,1,0,0,0,0,1,0,,,,,
Rabiot,Juventus,Midfielder,536,7,0,0,67.6,,,,11,6,5,27,5,8,2,4,2,2,0,6,4,20,5,1,0,89,267,243,,,,,,,,,,,,
Sydorchuk,Dynamo Kyiv,Midfielder,536,6,0,0,69.1,,,,5,3,2,37,8,3,1,2,0,2,0,3,4,0,1,0,13,87,297,262,,,,,,,,,,,,
Maguire,Man. United,Defender,534,6,1,0,49.3,,,,5,1,4,30,17,4,2,1,1,0,0,6,7,0,2,0,16,89,346,311,1,0,0,0,0,1,0,,,,,
João Palhinha,Sporting CP,Midfielder,534,6,0,0,66.4,,,,29,11,18,36,6,4,1,2,1,2,0,23,17,0,1,0,14,85,194,165,,,,,,,,,,,,
Tiago Djaló,LOSC,Defender,533,7,0,0,60.5,,,,8,6,2,39,24,1,0,1,0,1,0,5,8,0,3,0,3,83,276,236,,,,,,,,,,,,
Moumi Ngamaleu,Young Boys,Midfielder,532,6,1,1,57.2,1,0,34,6,3,3,28,5,11,2,5,4,2,0,10,13,11,18,2,1,83,192,159,1,0,0,0,0,1,0,,,,,
Perišić,Inter,Midfielder,531,8,0,1,65.5,0,2,13,1,1,0,31,13,15,4,7,4,0,0,6,1,25,47,12,0,79,219,168,,,,,,,,,,,,
Nkunku,Leipzig,Midfielder,531,6,7,0,62.8,,,,4,1,3,15,2,17,11,4,2,0,0,10,8,20,15,3,8,86,193,167,3,1,3,0,0,7,0,,,,,
Traore,Sheriff,Midfielder,530,6,2,1,64.4,0,1,13,5,0,5,17,8,11,4,6,1,0,0,8,7,33,3,1,1,78,105,83,0,1,1,0,0,2,0,,,,,
Burak Yılmaz,LOSC,Forward,529,7,3,0,56.2,,,,1,0,1,2,1,,,,,2,0,8,11,16,12,2,9,66,130,91,2,1,0,1,0,2,1,,,,,
Pedro Porro,Sporting CP,Defender,529,7,1,0,60.9,,,,2,1,1,19,8,8,3,2,3,2,0,6,12,8,25,2,6,65,207,135,0,0,0,0,1,1,0,,,,,
Lang,Club Brugge,Forward,528,6,0,1,68.9,12,5,17,7,3,4,16,3,10,5,2,3,3,0,2,8,4,24,1,8,71,214,152,,,,,,,,,,,,
Clinton Mata,Club Brugge,Defender,528,6,0,0,59.9,,,,8,4,4,22,14,2,1,1,0,1,0,7,10,27,11,3,10,70,200,144,,,,,,,,,,,,
Freuler,Atalanta,Midfielder,526,6,1,1,71.6,0,0,6,10,6,4,30,8,2,2,0,0,0,0,6,11,33,3,1,11,84,360,307,1,0,0,0,0,1,0,,,,,
Depay,Barcelona,Forward,525,6,0,0,64.4,,,,4,2,2,2,0,6,0,1,5,0,0,3,6,37,40,15,8,80,254,203,,,,,,,,,,,,
Gerard Moreno,Villarreal,Forward,524,7,2,4,65.7,0,3,9,2,0,2,9,5,21,6,9,6,1,0,3,7,16,6,1,2,66,163,110,0,1,1,1,0,2,0,,,,,
Lo Celso,Villarreal,Midfielder,524,6,0,0,68.4,,,,12,7,5,21,3,5,0,3,2,3,0,8,15,0,3,0,1,82,204,170,,,,,,,,,,,,
F. de Jong,Barcelona,Midfielder,523,6,0,0,69.0,,,,10,3,7,25,3,3,1,1,1,1,0,4,7,0,1,0,8,90,346,312,,,,,,,,,,,,
Morata,Juventus,Forward,520,7,2,0,60.2,,,,0,0,0,11,7,18,7,8,3,0,0,5,13,0,4,0,0,78,137,108,1,1,0,0,0,2,0,,,,,
Bruno Fernandes,Man. United,Midfielder,520,7,0,7,58.4,10,2,7,13,6,7,17,7,12,3,3,6,0,0,5,9,21,28,6,11,78,324,250,,,,,,,,,,,,
Griezmann,Atlético,Forward,518,9,4,2,64.3,2,1,8,14,6,8,20,5,12,5,5,2,0,1,6,4,42,7,3,1,79,191,151,0,4,0,0,0,4,0,,,,,
Sučić,Salzburg,Midfielder,516,8,1,0,65.4,,,,2,2,0,22,3,12,2,5,5,0,0,4,2,21,14,3,4,66,194,153,0,1,0,1,0,1,0,,,,,
Süle,Bayern,Defender,515,7,0,0,61.4,,,,3,1,2,40,12,3,0,3,0,0,0,4,2,0,2,0,9,94,429,413,,,,,,,,,,,,
Yaremchuk,Benfica,Forward,514,10,3,0,66.5,,,,5,2,3,2,2,15,9,5,1,2,0,2,13,0,1,0,0,70,103,71,0,2,1,0,0,3,0,,,,,
Sarabia,Sporting CP,Forward,510,8,2,0,66.6,,,,6,3,3,9,1,6,4,0,2,0,0,3,12,53,13,7,4,71,140,98,1,1,0,1,0,2,0,,,,,
Matheus Nunes,Sporting CP,Midfielder,509,6,0,2,64.3,0,0,21,4,2,2,22,9,1,1,0,0,3,0,4,9,0,0,0,11,83,211,177,,,,,,,,,,,,
James,Chelsea,Defender,505,6,1,0,54.6,,,,2,1,1,27,6,12,5,3,4,1,0,5,7,30,23,7,14,90,359,324,1,0,0,0,0,1,0,,,,,
Aebischer,Young Boys,Midfielder,504,6,0,1,53.9,11,0,6,7,2,5,33,2,7,1,5,1,2,0,6,4,47,21,10,3,85,272,235,,,,,,,,,,,,
Bellingham,Dortmund,Midfielder,503,6,1,3,62.3,1,1,24,16,9,7,24,5,13,4,6,3,1,0,8,17,28,7,2,4,86,281,246,1,0,0,0,0,1,0,,,,,
Zinchenko,Man. City,Defender,501,8,0,1,64.4,1,0,3,6,2,4,31,8,6,0,2,4,2,0,5,3,23,13,3,4,88,356,314,,,,,,,,,,,,
De Ketelaere,Club Brugge,Forward,500,6,0,1,58.5,6,10,6,1,0,1,9,1,8,5,2,1,0,0,1,11,30,13,4,2,73,157,116,,,,,,,,,,,,
Čolak,Malmö,Forward,500,6,0,0,63.0,,,,2,0,2,4,2,7,1,5,1,1,0,11,7,0,2,0,0,77,76,59,,,,,,,,,,,,
Reus,Dortmund,Midfielder,499,6,3,1,62.7,5,7,5,1,0,1,15,7,15,9,3,3,1,0,4,3,7,14,1,8,83,215,182,3,0,0,2,0,3,0,,,,,
Rakitskyy,Zenit,Defender,497,6,1,2,52.3,6,0,4,12,7,5,32,21,7,3,2,2,1,0,2,3,28,14,4,20,81,348,287,0,1,0,1,0,1,0,,,,,
Barella,Inter,Midfielder,496,6,0,0,65.4,,,,10,3,7,13,2,7,0,7,0,0,1,3,7,50,8,4,5,85,306,265,,,,,,,,,,,,
Innocent,Malmö,Midfielder,496,6,0,0,60.1,,,,14,2,12,23,5,1,0,1,0,1,0,11,7,0,0,0,3,89,225,202,,,,,,,,,,,,
Taremi,Porto,Forward,494,6,1,1,60.6,1,2,4,2,0,2,12,7,17,3,10,4,1,0,9,6,0,1,0,0,70,108,75,0,0,1,0,0,1,0,,,,,
João Mário,Benfica,Midfielder,493,8,0,4,66.0,8,0,7,6,2,4,18,2,1,1,0,0,0,0,1,4,11,9,1,7,75,126,95,,,,,,,,,,,,
João Mário,Benfica,Midfielder,493,8,0,4,66.0,8,0,7,6,2,4,18,2,1,1,0,0,0,0,1,4,40,10,4,23,85,268,242,,,,,,,,,,,,
João Mário,Benfica,Midfielder,493,8,0,4,66.0,8,0,7,6,2,4,18,2,1,1,0,0,2,0,13,13,11,9,1,7,75,126,95,,,,,,,,,,,,
João Mário,Benfica,Midfielder,493,8,0,4,66.0,8,0,7,6,2,4,18,2,1,1,0,0,2,0,13,13,40,10,4,23,85,268,242,,,,,,,,,,,,
João Mário,Benfica,Midfielder,493,8,0,4,66.0,8,0,7,1,0,1,21,6,1,1,0,0,0,0,1,4,11,9,1,7,75,126,95,,,,,,,,,,,,
João Mário,Benfica,Midfielder,493,8,0,4,66.0,8,0,7,1,0,1,21,6,1,1,0,0,0,0,1,4,40,10,4,23,85,268,242,,,,,,,,,,,,
João Mário,Benfica,Midfielder,493,8,0,4,66.0,8,0,7,1,0,1,21,6,1,1,0,0,2,0,13,13,11,9,1,7,75,126,95,,,,,,,,,,,,
João Mário,Benfica,Midfielder,493,8,0,4,66.0,8,0,7,1,0,1,21,6,1,1,0,0,2,0,13,13,40,10,4,23,85,268,242,,,,,,,,,,,,
Addo,Sheriff,Midfielder,491,6,0,0,59.7,,,,26,7,19,27,10,1,0,1,0,3,0,14,4,0,0,0,2,85,137,118,,,,,,,,,,,,
Tsygankov,Dynamo Kyiv,Midfielder,490,6,0,1,65.8,10,0,8,5,1,4,20,6,9,2,4,3,1,0,3,5,22,9,2,3,84,174,148,,,,,,,,,,,,
Elia,Young Boys,Forward,489,6,1,0,49.1,,,,1,0,1,10,0,10,3,7,0,1,0,6,6,7,14,1,2,81,118,96,1,0,0,0,0,1,0,,,,,
De Vrij,Inter,Defender,487,6,1,0,55.4,,,,5,4,1,31,16,4,3,1,0,0,0,5,2,0,0,0,4,92,322,301,1,0,0,0,0,1,0,,,,,
Sergio Busquets,Barcelona,Midfielder,487,6,0,0,63.9,,,,19,9,10,29,3,2,0,1,1,1,0,9,14,0,0,0,16,89,382,340,,,,,,,,,,,,
Shaparenko,Dynamo Kyiv,Midfielder,486,6,0,0,68.7,,,,11,4,7,33,4,7,3,4,0,1,0,7,8,44,9,4,17,87,321,287,,,,,,,,,,,,
Mukiele,Leipzig,Defender,484,6,1,1,57.0,0,0,3,9,3,6,30,18,5,2,2,1,0,0,9,8,13,15,2,10,72,196,144,1,0,0,0,0,1,0,,,,,
Wendel,Zenit,Midfielder,484,6,1,0,59.1,,,,8,4,4,22,6,7,4,2,1,1,0,4,8,0,4,0,4,92,295,274,1,0,0,0,0,1,0,,,,,
Meunier,Dortmund,Defender,484,6,0,1,65.6,0,1,7,3,0,3,42,9,1,1,0,0,1,0,6,1,5,18,1,3,77,271,212,,,,,,,,,,,,
De Roon,Atalanta,Midfielder,484,6,0,0,62.1,,,,4,0,4,34,15,2,0,1,1,2,0,10,1,0,1,0,6,81,298,245,,,,,,,,,,,,
Nsoki,Club Brugge,Defender,484,6,0,0,56.8,,,,7,2,5,41,27,,,,,1,0,7,2,0,0,0,4,85,184,162,,,,,,,,,,,,
Renan Lodi,Atlético,Defender,478,10,1,2,61.7,1,5,9,21,6,15,23,8,4,2,1,1,0,0,14,6,25,20,5,5,78,164,128,0,0,1,0,0,1,0,,,,,
Davies,Bayern,Midfielder,477,7,0,2,61.4,0,0,18,4,2,2,24,4,7,2,3,2,0,0,7,4,26,15,4,4,86,278,236,,,,,,,,,,,,
